cve_id,description_text,severity,cvss_score,references_count,weaknesses_count,os_count,years_since_published
CVE-2023-46911,,MEDIUM,6.1,2,0,0,2
CVE-2025-49794,,CRITICAL,9.1,27,0,0,0
CVE-2022-24498,,MEDIUM,6.5,2,0,0,3
CVE-2023-24206,,CRITICAL,9.8,2,0,0,2
CVE-2020-0697,,HIGH,7.8,2,0,0,5
CVE-2020-24618,,MEDIUM,6.5,6,0,0,5
CVE-2023-2731,,MEDIUM,5.5,10,0,0,2
CVE-2025-23482,,HIGH,7.1,1,0,0,0
CVE-2020-35523,,HIGH,7.8,16,0,0,4
CVE-2022-1509,,CRITICAL,9.9,4,0,0,3
CVE-2024-34015,,LOW,3.3,1,0,0,1
CVE-2023-2215,,MEDIUM,6.3,6,0,0,2
CVE-2024-50363,,HIGH,7.2,1,0,0,1
CVE-2021-46262,,CRITICAL,9.8,2,0,0,3
CVE-2025-60156,,CRITICAL,9.6,1,0,0,0
CVE-2025-66489,,CRITICAL,9.9,1,0,0,0
CVE-2021-24668,,MEDIUM,4.3,2,0,0,4
CVE-2022-26628,,CRITICAL,9.8,2,0,0,3
CVE-2024-26945,,HIGH,8.4,4,0,0,1
CVE-2020-14962,,MEDIUM,5.4,2,0,0,5
CVE-2023-30415,,CRITICAL,9.8,4,0,0,2
CVE-2024-6192,,HIGH,7.3,8,0,0,1
CVE-2024-25533,,CRITICAL,9.4,2,0,0,1
CVE-2025-1421,,LOW,2.4,2,0,0,0
CVE-2023-20563,,HIGH,7.8,4,0,0,2
CVE-2022-35266,,HIGH,7.5,2,0,0,3
CVE-2025-7647,,HIGH,7.3,2,0,0,0
CVE-2020-4436,,HIGH,7.5,4,0,0,5
CVE-2021-39220,,LOW,3.5,6,0,0,4
CVE-2022-21179,,MEDIUM,4.3,4,0,0,3
CVE-2025-28401,,MEDIUM,6.7,1,0,0,0
CVE-2024-6528,,MEDIUM,5.4,2,0,0,1
CVE-2023-43983,,CRITICAL,9.8,2,0,0,2
CVE-2025-6961,,HIGH,7.3,5,0,0,0
CVE-2023-49436,,CRITICAL,9.8,2,0,0,2
CVE-2021-31988,,HIGH,8.8,2,0,0,4
CVE-2024-27137,,MEDIUM,5.3,2,0,0,0
CVE-2020-5896,,HIGH,7.8,2,0,0,5
CVE-2021-35991,,LOW,3.3,2,0,0,4
CVE-2022-41680,,HIGH,7.6,2,0,0,3
CVE-2023-33222,,MEDIUM,6.8,2,0,0,2
CVE-2025-46248,,CRITICAL,9.3,1,0,0,0
CVE-2022-41384,,CRITICAL,9.8,6,0,0,3
CVE-2022-50335,,MEDIUM,5.5,4,0,0,0
CVE-2024-5842,,HIGH,8.8,8,0,0,1
CVE-2022-43850,,MEDIUM,5.4,1,0,0,0
CVE-2020-15118,,MEDIUM,5.7,10,0,0,5
CVE-2021-3696,,MEDIUM,4.5,6,0,0,3
CVE-2023-52879,,MEDIUM,5.5,14,0,0,1
CVE-2024-37301,,CRITICAL,9.9,4,0,0,1
CVE-2020-0897,,HIGH,7.8,2,0,0,5
CVE-2024-32286,,CRITICAL,9.8,2,0,0,1
CVE-2025-54103,,HIGH,7.4,1,0,0,0
CVE-2021-29939,,HIGH,7.3,2,0,0,4
CVE-2024-27397,,HIGH,7.0,13,0,0,1
CVE-2024-27125,,LOW,3.5,1,0,0,1
CVE-2021-31559,,HIGH,7.5,2,0,0,3
CVE-2020-15869,,MEDIUM,5.4,4,0,0,5
CVE-2020-14043,,HIGH,8.8,6,0,0,5
CVE-2022-38767,,HIGH,7.5,4,0,0,3
CVE-2020-23565,,HIGH,7.8,2,0,0,4
CVE-2024-29974,,CRITICAL,9.8,4,0,0,1
CVE-2023-51654,,MEDIUM,5.5,2,0,0,2
CVE-2025-23253,,LOW,2.5,1,0,0,0
CVE-2022-39377,,HIGH,7.0,13,0,0,3
CVE-2025-48064,,LOW,3.3,1,0,0,0
CVE-2020-12525,,HIGH,7.3,4,0,0,4
CVE-2025-57894,,MEDIUM,4.3,1,0,0,0
CVE-2025-6832,,MEDIUM,6.1,2,0,0,0
CVE-2024-8326,,HIGH,8.8,5,0,0,1
CVE-2024-41587,,MEDIUM,5.4,2,0,0,1
CVE-2024-8874,,MEDIUM,6.1,2,0,0,1
CVE-2021-44158,,HIGH,8.0,2,0,0,3
CVE-2025-58386,,CRITICAL,9.8,2,0,0,0
CVE-2021-25465,,LOW,3.3,2,0,0,4
CVE-2022-32124,,MEDIUM,6.1,2,0,0,3
CVE-2020-2018,,CRITICAL,9.0,2,0,0,5
CVE-2025-7988,,HIGH,7.8,1,0,0,0
CVE-2022-36585,,CRITICAL,9.8,4,0,0,3
CVE-2020-3483,,HIGH,7.1,2,0,0,5
CVE-2025-60724,,CRITICAL,9.8,1,0,0,0
CVE-2025-57958,,MEDIUM,5.3,1,0,0,0
CVE-2022-43162,,HIGH,7.2,2,0,0,3
CVE-2020-0593,,MEDIUM,6.7,4,0,0,5
CVE-2024-12174,,LOW,2.7,1,0,0,1
CVE-2025-58623,,MEDIUM,6.5,1,0,0,0
CVE-2022-35401,,HIGH,8.1,3,0,0,2
CVE-2025-57350,,HIGH,8.6,2,0,0,0
CVE-2023-6049,,CRITICAL,9.8,2,0,0,1
CVE-2025-21525,,MEDIUM,4.9,2,0,0,0
CVE-2023-24276,,CRITICAL,9.8,2,0,0,2
CVE-2024-53045,,MEDIUM,5.5,2,0,0,1
CVE-2022-22984,,MEDIUM,5.0,34,0,0,3
CVE-2024-10284,,CRITICAL,9.8,2,0,0,1
CVE-2020-11159,,CRITICAL,9.1,2,0,0,4
CVE-2020-0767,,HIGH,7.5,2,0,0,5
CVE-2024-36414,,HIGH,7.7,2,0,0,1
CVE-2021-27040,,LOW,3.3,10,0,0,4
CVE-2025-30750,,LOW,2.4,1,0,0,0
CVE-2020-15975,,HIGH,8.8,14,0,0,5
CVE-2022-24536,,HIGH,7.2,2,0,0,3
CVE-2021-43219,,HIGH,7.4,2,0,0,4
CVE-2021-25344,,MEDIUM,6.2,4,0,0,4
CVE-2025-2181,,MEDIUM,5.9,1,0,0,0
CVE-2025-2541,,MEDIUM,6.4,4,0,0,0
CVE-2024-29387,,HIGH,8.8,2,0,0,1
CVE-2024-1254,,MEDIUM,4.7,8,0,0,1
CVE-2025-60244,,HIGH,7.1,1,0,0,0
CVE-2022-0244,,HIGH,8.6,6,0,0,3
CVE-2025-8564,,MEDIUM,6.4,3,0,0,0
CVE-2022-22308,,HIGH,7.8,4,0,0,3
CVE-2024-42760,,HIGH,7.5,2,0,0,1
CVE-2021-24181,,MEDIUM,6.5,4,0,0,4
CVE-2022-30327,,MEDIUM,6.5,4,0,0,3
CVE-2025-22404,,HIGH,8.4,2,0,0,0
CVE-2021-30938,,HIGH,7.7,6,0,0,4
CVE-2025-3219,,LOW,3.5,4,0,0,0
CVE-2025-3363,,CRITICAL,9.8,2,0,0,0
CVE-2023-33072,,CRITICAL,9.3,2,0,0,1
CVE-2023-4503,,MEDIUM,6.8,12,0,0,1
CVE-2024-26652,,MEDIUM,4.1,6,0,0,1
CVE-2021-3720,,MEDIUM,5.5,2,0,0,4
CVE-2025-39463,,CRITICAL,9.8,1,0,0,0
CVE-2025-62368,,CRITICAL,9.0,1,0,0,0
CVE-2023-32306,,HIGH,8.8,2,0,0,2
CVE-2025-14705,,CRITICAL,9.8,4,0,0,0
CVE-2025-59952,,HIGH,8.7,2,0,0,0
CVE-2021-30602,,HIGH,8.8,12,0,0,4
CVE-2021-42320,,HIGH,8.0,2,0,0,4
CVE-2021-22436,,CRITICAL,9.1,2,0,0,4
CVE-2021-26309,,LOW,3.3,4,0,0,4
CVE-2022-21323,,LOW,2.9,6,0,0,3
CVE-2024-21832,,LOW,3.5,2,0,0,1
CVE-2021-29107,,MEDIUM,6.1,2,0,0,4
CVE-2020-2978,,MEDIUM,4.1,6,0,0,5
CVE-2021-39737,,CRITICAL,9.8,2,0,0,3
CVE-2024-56318,,HIGH,7.5,3,0,0,1
CVE-2025-45479,,CRITICAL,9.8,4,0,0,0
CVE-2025-4734,,HIGH,7.3,6,0,0,0
CVE-2020-21469,,MEDIUM,4.4,6,0,0,2
CVE-2022-26345,,MEDIUM,6.7,2,0,0,2
CVE-2020-7671,,HIGH,7.5,4,0,0,5
CVE-2020-15982,,MEDIUM,6.5,14,0,0,5
CVE-2020-9822,,HIGH,7.8,2,0,0,5
CVE-2022-45010,,CRITICAL,9.8,2,0,0,3
CVE-2023-2596,,MEDIUM,6.3,6,0,0,2
CVE-2024-2196,,HIGH,8.8,2,0,0,1
CVE-2020-11769,,MEDIUM,4.8,2,0,0,5
CVE-2025-11733,,HIGH,7.2,2,0,0,0
CVE-2025-52131,,MEDIUM,6.4,4,0,0,0
CVE-2025-24385,,HIGH,7.8,1,0,0,0
CVE-2025-59368,,MEDIUM,6.0,1,0,0,0
CVE-2022-44951,,MEDIUM,5.4,4,0,0,3
CVE-2022-43891,,LOW,2.7,4,0,0,2
CVE-2025-9084,,LOW,3.1,1,0,0,0
CVE-2023-29569,,MEDIUM,5.5,4,0,0,2
CVE-2025-14230,,MEDIUM,6.3,5,0,0,0
CVE-2020-3139,,MEDIUM,5.3,2,0,0,5
CVE-2023-41504,,HIGH,8.8,2,0,0,1
CVE-2022-27434,,CRITICAL,9.8,4,0,0,3
CVE-2022-21590,,HIGH,7.6,2,0,0,3
CVE-2023-47544,,HIGH,7.1,2,0,0,2
CVE-2022-40430,,CRITICAL,9.8,4,0,0,3
CVE-2024-39723,,MEDIUM,4.6,4,0,0,1
CVE-2025-53299,,CRITICAL,9.8,1,0,0,0
CVE-2023-40482,,HIGH,7.8,2,0,0,1
CVE-2024-26335,,MEDIUM,5.5,2,0,0,1
CVE-2024-11660,,LOW,3.5,5,0,0,1
CVE-2024-32547,,MEDIUM,5.8,2,0,0,1
CVE-2023-34478,,CRITICAL,9.8,6,0,0,2
CVE-2024-24330,,CRITICAL,9.8,2,0,0,1
CVE-2023-27973,,CRITICAL,9.8,2,0,0,2
CVE-2024-27332,,LOW,3.3,2,0,0,1
CVE-2023-7239,,HIGH,7.5,1,0,0,0
CVE-2020-0055,,MEDIUM,5.5,4,0,0,5
CVE-2020-13798,,MEDIUM,6.1,2,0,0,5
CVE-2025-38278,,MEDIUM,5.5,4,0,0,0
CVE-2022-25250,,HIGH,7.5,4,0,0,3
CVE-2021-26074,,MEDIUM,6.5,4,0,0,4
CVE-2024-2597,,HIGH,7.1,2,0,0,1
CVE-2023-26406,,HIGH,7.8,2,0,0,2
CVE-2021-46895,,CRITICAL,9.1,4,0,0,2
CVE-2024-5135,,HIGH,7.3,8,0,0,1
CVE-2024-50861,,MEDIUM,6.1,4,0,0,0
CVE-2023-21211,,MEDIUM,5.5,2,0,0,2
CVE-2022-31588,,CRITICAL,9.3,2,0,0,3
CVE-2022-48066,,CRITICAL,9.8,2,0,0,2
CVE-2025-8535,,LOW,3.5,6,0,0,0
CVE-2023-36709,,HIGH,7.5,2,0,0,2
CVE-2022-2579,,LOW,3.5,4,0,0,3
CVE-2020-17153,,MEDIUM,4.3,2,0,0,5
CVE-2021-38954,,MEDIUM,4.3,4,0,0,3
CVE-2023-0900,,HIGH,7.2,2,0,0,2
CVE-2025-6526,,LOW,3.1,4,0,0,0
CVE-2023-37971,,MEDIUM,6.5,1,0,0,1
CVE-2020-7335,,HIGH,7.5,4,0,0,5
CVE-2024-24901,,LOW,3.0,2,0,0,1
CVE-2025-37736,,HIGH,8.8,1,0,0,0
CVE-2023-5696,,LOW,3.5,6,0,0,2
CVE-2022-3957,,MEDIUM,4.3,6,0,0,3
CVE-2021-41566,,CRITICAL,9.8,2,0,0,4
CVE-2024-0786,,HIGH,8.8,4,0,0,1
CVE-2024-3564,,HIGH,8.8,4,0,0,1
CVE-2023-23461,,CRITICAL,9.8,2,0,0,2
CVE-2025-59244,,MEDIUM,6.5,1,0,0,0
CVE-2023-34100,,HIGH,7.3,4,0,0,2
CVE-2021-43070,,MEDIUM,5.4,2,0,0,3
CVE-2025-22630,,CRITICAL,9.9,1,0,0,0
CVE-2020-14498,,CRITICAL,9.6,4,0,0,5
CVE-2024-30324,,HIGH,7.8,4,0,0,1
CVE-2020-5341,,CRITICAL,9.8,2,0,0,4
CVE-2025-31904,,HIGH,7.1,1,0,0,0
CVE-2024-3115,,MEDIUM,4.3,4,0,0,1
CVE-2024-8935,,HIGH,7.5,1,0,0,1
CVE-2024-40680,,MEDIUM,5.5,1,0,0,1
CVE-2025-54795,,CRITICAL,9.8,1,0,0,0
CVE-2020-13603,,MEDIUM,6.9,2,0,0,4
CVE-2021-22763,,CRITICAL,9.8,2,0,0,4
CVE-2020-27751,,LOW,3.3,6,0,0,5
CVE-2025-1088,,LOW,2.7,1,0,0,0
CVE-2020-17404,,HIGH,7.8,4,0,0,5
CVE-2020-26928,,CRITICAL,9.6,2,0,0,5
CVE-2025-2171,,HIGH,7.8,2,0,0,0
CVE-2024-21505,,HIGH,7.5,4,0,0,1
CVE-2024-11243,,MEDIUM,4.3,6,0,0,1
CVE-2024-1767,,MEDIUM,6.4,4,0,0,1
CVE-2020-0960,,HIGH,7.8,2,0,0,5
CVE-2022-45060,,HIGH,7.5,14,0,0,3
CVE-2025-59282,,HIGH,7.0,1,0,0,0
CVE-2021-28705,,HIGH,7.8,10,0,0,4
CVE-2025-34183,,HIGH,7.5,5,0,0,0
CVE-2025-24257,,HIGH,7.1,7,0,0,0
CVE-2024-20122,,MEDIUM,4.4,1,0,0,1
CVE-2024-30007,,HIGH,8.8,2,0,0,1
CVE-2025-51857,,MEDIUM,6.1,3,0,0,0
CVE-2022-42766,,MEDIUM,5.5,2,0,0,3
CVE-2023-24516,,MEDIUM,5.9,4,0,0,2
CVE-2024-40861,,HIGH,7.8,2,0,0,1
CVE-2024-24717,,MEDIUM,5.9,2,0,0,1
CVE-2025-30162,,LOW,3.2,3,0,0,0
CVE-2023-47308,,CRITICAL,9.8,2,0,0,2
CVE-2025-47338,,HIGH,7.8,1,0,0,0
CVE-2024-1952,,LOW,3.1,2,0,0,1
CVE-2022-1176,,HIGH,7.5,4,0,0,3
CVE-2021-24612,,MEDIUM,4.8,2,0,0,4
CVE-2021-1761,,HIGH,7.5,8,0,0,4
CVE-2022-23387,,HIGH,7.5,4,0,0,3
CVE-2021-41644,,CRITICAL,9.8,2,0,0,4
CVE-2022-21752,,MEDIUM,6.7,2,0,0,3
CVE-2020-9061,,MEDIUM,6.5,10,0,0,3
CVE-2024-6812,,HIGH,7.8,1,0,0,1
CVE-2024-28395,,CRITICAL,9.8,4,0,0,1
CVE-2023-42681,,HIGH,7.8,2,0,0,2
CVE-2025-6176,,HIGH,7.5,1,0,0,0
CVE-2020-26815,,HIGH,8.6,4,0,0,5
CVE-2023-38306,,MEDIUM,6.1,4,0,0,2
CVE-2025-3742,,MEDIUM,6.8,1,0,0,0
CVE-2022-23576,,MEDIUM,6.5,6,0,0,3
CVE-2024-7551,,LOW,2.7,4,0,0,1
CVE-2022-35606,,CRITICAL,9.8,4,0,0,3
CVE-2024-54142,,CRITICAL,9.0,2,0,0,0
CVE-2025-49596,,CRITICAL,9.4,4,0,0,0
CVE-2020-23061,,HIGH,7.5,2,0,0,4
CVE-2025-21420,,HIGH,7.8,1,0,0,0
CVE-2025-14160,,MEDIUM,4.3,5,0,0,0
CVE-2021-33548,,HIGH,7.2,4,0,0,4
CVE-2022-39946,,HIGH,7.6,2,0,0,2
CVE-2020-9773,,LOW,3.3,4,0,0,5
CVE-2020-14534,,HIGH,8.2,2,0,0,5
CVE-2025-46433,,MEDIUM,4.9,1,0,0,0
CVE-2021-31458,,HIGH,7.8,4,0,0,4
CVE-2021-3025,,HIGH,8.8,4,0,0,4
CVE-2021-33044,,CRITICAL,9.8,7,0,0,4
CVE-2021-21941,,CRITICAL,9.0,2,0,0,4
CVE-2025-43279,,MEDIUM,6.2,2,0,0,0
CVE-2023-7244,,CRITICAL,9.8,2,0,0,1
CVE-2022-31013,,CRITICAL,9.1,6,0,0,3
CVE-2022-23731,,HIGH,7.8,2,0,0,3
CVE-2022-34032,,HIGH,7.5,2,0,0,3
CVE-2025-6973,,HIGH,7.8,1,0,0,0
CVE-2023-1967,,CRITICAL,9.8,2,0,0,2
CVE-2020-11166,,CRITICAL,9.1,2,0,0,4
CVE-2024-25606,,HIGH,8.0,2,0,0,1
CVE-2022-37159,,CRITICAL,9.8,2,0,0,3
CVE-2021-45549,,HIGH,8.4,2,0,0,4
CVE-2025-58462,,CRITICAL,9.8,3,0,0,0
CVE-2020-13953,,MEDIUM,5.3,4,0,0,5
CVE-2020-9840,,HIGH,7.5,2,0,0,5
CVE-2024-43139,,MEDIUM,6.5,1,0,0,1
CVE-2021-25939,,LOW,2.7,6,0,0,3
CVE-2021-21398,,MEDIUM,5.4,6,0,0,4
CVE-2024-8789,,HIGH,7.5,2,0,0,0
CVE-2025-32471,,LOW,3.7,6,0,0,0
CVE-2020-8092,,LOW,1.6,2,0,0,5
CVE-2023-42015,,MEDIUM,4.3,4,0,0,2
CVE-2025-41656,,CRITICAL,10.0,1,0,0,0
CVE-2021-3566,,MEDIUM,5.5,4,0,0,4
CVE-2025-32876,,MEDIUM,6.8,4,0,0,0
CVE-2020-7209,,CRITICAL,9.8,6,0,0,5
CVE-2024-10274,,MEDIUM,6.5,2,0,0,0
CVE-2025-52376,,CRITICAL,9.8,2,0,0,0
CVE-2024-43939,,MEDIUM,6.5,1,0,0,1
CVE-2024-40747,,MEDIUM,6.1,1,0,0,0
CVE-2025-10195,,MEDIUM,5.3,7,0,0,0
CVE-2020-23685,,CRITICAL,9.8,2,0,0,4
CVE-2022-44947,,MEDIUM,5.4,4,0,0,3
CVE-2020-8169,,HIGH,7.5,10,0,0,5
CVE-2022-35791,,MEDIUM,6.5,2,0,0,3
CVE-2022-24603,,CRITICAL,9.8,2,0,0,3
CVE-2022-26616,,MEDIUM,6.1,4,0,0,3
CVE-2022-20955,,MEDIUM,5.5,2,0,0,3
CVE-2025-22952,,CRITICAL,9.8,5,0,0,0
CVE-2024-7589,,HIGH,8.1,4,0,0,1
CVE-2025-30321,,MEDIUM,5.5,1,0,0,0
CVE-2024-29870,,CRITICAL,9.8,2,0,0,1
CVE-2024-28319,,MEDIUM,6.2,2,0,0,1
CVE-2025-48359,,HIGH,7.1,1,0,0,0
CVE-2023-36139,,CRITICAL,9.8,4,0,0,2
CVE-2025-53230,,HIGH,7.6,1,0,0,0
CVE-2024-5786,,MEDIUM,6.5,2,0,0,1
CVE-2022-43772,,LOW,3.8,2,0,0,2
CVE-2020-27057,,LOW,3.3,2,0,0,5
CVE-2024-35765,,MEDIUM,6.5,2,0,0,1
CVE-2021-38386,,HIGH,7.5,2,0,0,4
CVE-2025-3517,,MEDIUM,6.3,1,0,0,0
CVE-2022-1184,,MEDIUM,5.5,10,0,0,3
CVE-2023-43623,,MEDIUM,5.3,2,0,0,2
CVE-2025-30163,,LOW,3.4,3,0,0,0
CVE-2024-28113,,LOW,3.5,4,0,0,1
CVE-2021-34811,,MEDIUM,5.0,2,0,0,4
CVE-2022-20262,,LOW,3.3,2,0,0,3
CVE-2025-22724,,MEDIUM,6.5,1,0,0,0
CVE-2024-37470,,HIGH,8.2,1,0,0,1
CVE-2024-53234,,MEDIUM,5.5,6,0,0,1
CVE-2024-37320,,HIGH,8.8,2,0,0,1
CVE-2024-24417,,HIGH,7.5,1,0,0,0
CVE-2021-31194,,HIGH,8.8,2,0,0,4
CVE-2021-25645,,MEDIUM,4.4,4,0,0,4
CVE-2020-12679,,MEDIUM,6.1,2,0,0,5
CVE-2021-4213,,HIGH,7.5,10,0,0,3
CVE-2024-56043,,CRITICAL,9.8,1,0,0,1
CVE-2024-5206,,MEDIUM,4.7,4,0,0,1
CVE-2022-2388,,MEDIUM,6.5,2,0,0,3
CVE-2021-31980,,HIGH,8.1,2,0,0,4
CVE-2024-34706,,CRITICAL,9.8,8,0,0,1
CVE-2021-36431,,CRITICAL,9.1,2,0,0,2
CVE-2024-1473,,MEDIUM,5.3,4,0,0,1
CVE-2025-5623,,CRITICAL,9.8,6,0,0,0
CVE-2023-33855,,LOW,3.7,4,0,0,1
CVE-2022-32984,,HIGH,7.5,2,0,0,2
CVE-2023-49189,,MEDIUM,5.9,2,0,0,2
CVE-2022-2790,,MEDIUM,5.9,2,0,0,3
CVE-2025-63622,,CRITICAL,9.8,2,0,0,0
CVE-2024-6182,,LOW,3.5,8,0,0,1
CVE-2022-22214,,MEDIUM,6.5,2,0,0,3
CVE-2020-29509,,CRITICAL,9.8,4,0,0,5
CVE-2024-38293,,CRITICAL,9.6,4,0,0,1
CVE-2020-11873,,CRITICAL,9.8,2,0,0,5
CVE-2023-23411,,MEDIUM,6.5,2,0,0,2
CVE-2024-7067,,MEDIUM,6.3,14,0,0,1
CVE-2025-53328,,HIGH,7.5,1,0,0,0
CVE-2025-64208,,MEDIUM,6.5,1,0,0,0
CVE-2022-47361,,HIGH,7.8,2,0,0,2
CVE-2022-37961,,HIGH,8.8,2,0,0,3
CVE-2023-38021,,MEDIUM,5.5,10,0,0,2
CVE-2024-13253,,CRITICAL,9.1,1,0,0,0
CVE-2024-31408,,HIGH,8.0,5,0,0,1
CVE-2025-55150,,HIGH,8.6,2,0,0,0
CVE-2022-28385,,MEDIUM,4.6,12,0,0,3
CVE-2024-52399,,CRITICAL,9.9,1,0,0,1
CVE-2022-1962,,MEDIUM,5.5,10,0,0,3
CVE-2023-41157,,MEDIUM,5.4,4,0,0,2
CVE-2024-40465,,HIGH,8.8,1,0,0,1
CVE-2023-40311,,MEDIUM,6.7,6,0,0,2
CVE-2023-32280,,MEDIUM,5.3,2,0,0,1
CVE-2023-30444,,HIGH,7.1,2,0,0,2
CVE-2025-22705,,HIGH,7.1,1,0,0,0
CVE-2023-36002,,MEDIUM,4.3,3,0,0,2
CVE-2023-32753,,CRITICAL,9.8,2,0,0,2
CVE-2025-0224,,MEDIUM,5.3,4,0,0,0
CVE-2025-47093,,MEDIUM,5.4,1,0,0,0
CVE-2022-23358,,CRITICAL,9.8,2,0,0,3
CVE-2025-12218,,CRITICAL,9.1,1,0,0,0
CVE-2023-34172,,MEDIUM,5.9,2,0,0,2
CVE-2024-1901,,MEDIUM,4.3,2,0,0,1
CVE-2024-23945,,MEDIUM,5.9,9,0,0,1
CVE-2025-31390,,HIGH,7.1,1,0,0,0
CVE-2024-51324,,LOW,3.8,1,0,0,0
CVE-2020-6423,,HIGH,8.8,16,0,0,5
CVE-2024-7447,,MEDIUM,5.3,3,0,0,1
CVE-2024-9132,,HIGH,8.1,1,0,0,0
CVE-2023-32637,,CRITICAL,9.8,6,0,0,2
CVE-2024-51211,,CRITICAL,9.8,1,0,0,1
CVE-2023-40288,,HIGH,8.3,4,0,0,1
CVE-2024-35771,,MEDIUM,4.3,2,0,0,1
CVE-2025-10412,,CRITICAL,9.8,2,0,0,0
CVE-2024-40898,,HIGH,7.5,4,0,0,1
CVE-2025-10598,,HIGH,7.3,5,0,0,0
CVE-2024-23873,,HIGH,8.2,2,0,0,1
CVE-2024-0822,,HIGH,7.5,8,0,0,1
CVE-2021-4454,,MEDIUM,5.5,5,0,0,0
CVE-2025-38021,,MEDIUM,5.5,2,0,0,0
CVE-2020-24972,,HIGH,8.8,12,0,0,5
CVE-2024-53496,,CRITICAL,9.8,2,0,0,0
CVE-2022-21267,,LOW,3.3,2,0,0,3
CVE-2024-43126,,HIGH,7.1,1,0,0,1
CVE-2023-22882,,MEDIUM,6.5,2,0,0,2
CVE-2022-4161,,MEDIUM,6.5,4,0,0,3
CVE-2025-11079,,MEDIUM,5.3,5,0,0,0
CVE-2025-4956,,MEDIUM,4.3,1,0,0,0
CVE-2025-23408,,HIGH,8.5,2,0,0,0
CVE-2024-47869,,LOW,3.7,1,0,0,1
CVE-2022-35293,,CRITICAL,9.1,4,0,0,3
CVE-2025-52939,,CRITICAL,9.4,2,0,0,0
CVE-2022-27472,,CRITICAL,9.8,4,0,0,3
CVE-2021-27387,,HIGH,7.8,4,0,0,4
CVE-2025-22286,,HIGH,7.1,1,0,0,0
CVE-2024-57556,,MEDIUM,6.1,1,0,0,0
CVE-2020-5288,,MEDIUM,4.1,4,0,0,5
CVE-2025-10784,,HIGH,7.3,5,0,0,0
CVE-2025-10538,,HIGH,8.8,1,0,0,0
CVE-2020-1891,,CRITICAL,9.8,2,0,0,5
CVE-2020-20247,,MEDIUM,6.5,2,0,0,4
CVE-2024-9670,,MEDIUM,6.1,3,0,0,1
CVE-2021-31606,,HIGH,7.5,6,0,0,4
CVE-2020-26201,,CRITICAL,9.8,6,0,0,5
CVE-2023-23301,,CRITICAL,9.8,2,0,0,2
CVE-2020-0109,,HIGH,7.8,2,0,0,5
CVE-2022-29637,,HIGH,7.8,2,0,0,3
CVE-2022-36376,,MEDIUM,6.8,4,0,0,3
CVE-2025-52795,,HIGH,7.1,1,0,0,0
CVE-2021-44145,,MEDIUM,6.5,4,0,0,4
CVE-2023-35062,,MEDIUM,6.3,2,0,0,1
CVE-2021-32933,,CRITICAL,10.0,2,0,0,3
CVE-2023-0101,,HIGH,8.8,4,0,0,2
CVE-2024-43457,,HIGH,7.8,1,0,0,1
CVE-2025-23495,,HIGH,7.1,1,0,0,0
CVE-2025-53909,,CRITICAL,9.1,2,0,0,0
CVE-2025-27000,,MEDIUM,5.4,1,0,0,0
CVE-2024-13746,,MEDIUM,6.5,5,0,0,0
CVE-2023-2306,,CRITICAL,10.0,2,0,0,2
CVE-2020-23591,,CRITICAL,9.8,2,0,0,3
CVE-2023-3833,,LOW,3.5,4,0,0,2
CVE-2022-25821,,LOW,3.3,2,0,0,3
CVE-2022-38769,,HIGH,7.5,4,0,0,3
CVE-2022-41999,,HIGH,7.5,6,0,0,3
CVE-2021-2484,,HIGH,8.1,2,0,0,4
CVE-2021-32475,,MEDIUM,5.4,2,0,0,3
CVE-2020-20808,,MEDIUM,6.1,2,0,0,2
CVE-2024-6246,,HIGH,8.8,1,0,0,1
CVE-2023-36621,,CRITICAL,9.1,6,0,0,2
CVE-2023-46092,,HIGH,7.1,2,0,0,2
CVE-2025-24052,,HIGH,7.8,1,0,0,0
CVE-2024-8702,,MEDIUM,4.8,1,0,0,0
CVE-2024-25394,,MEDIUM,4.3,11,0,0,1
CVE-2023-1488,,LOW,3.3,8,0,0,2
CVE-2021-22643,,HIGH,7.8,8,0,0,4
CVE-2023-39007,,CRITICAL,9.6,6,0,0,2
CVE-2024-20103,,CRITICAL,9.8,1,0,0,1
CVE-2022-32927,,HIGH,7.5,4,0,0,3
CVE-2021-37563,,HIGH,8.2,4,0,0,4
CVE-2023-38184,,HIGH,7.5,2,0,0,2
CVE-2023-30698,,MEDIUM,5.5,2,0,0,2
CVE-2024-3763,,LOW,2.4,8,0,0,1
CVE-2023-25075,,MEDIUM,6.7,2,0,0,2
CVE-2024-10127,,CRITICAL,9.8,1,0,0,1
CVE-2025-27458,,MEDIUM,6.5,7,0,0,0
CVE-2025-21421,,HIGH,7.8,1,0,0,0
CVE-2021-26351,,MEDIUM,5.5,2,0,0,3
CVE-2022-49092,,MEDIUM,5.5,6,0,0,0
CVE-2023-6821,,MEDIUM,6.5,2,0,0,1
CVE-2024-20110,,MEDIUM,6.7,1,0,0,1
CVE-2025-24829,,MEDIUM,6.3,1,0,0,0
CVE-2024-43520,,MEDIUM,5.0,1,0,0,1
CVE-2024-33496,,MEDIUM,6.3,2,0,0,1
CVE-2024-47213,,HIGH,7.5,1,0,0,0
CVE-2025-9767,,HIGH,7.3,6,0,0,0
CVE-2021-37860,,LOW,3.7,2,0,0,4
CVE-2025-10088,,LOW,3.5,5,0,0,0
CVE-2024-23621,,CRITICAL,10.0,2,0,0,1
CVE-2024-45383,,MEDIUM,5.0,2,0,0,1
