cve_id,published,years_since_published,cvss_score,severity,references_count,weaknesses_count,has_windows,has_linux,has_android,os_count,description_text,risk_score
CVE-2023-51071,,0.24,6.5,MEDIUM,0,0,0,0,0,0,access control issue qstar archive solutions release release build patch allows unauthenticated attackers arbitrarily disable smb service victim qstar instance executing specific command link,30.0
CVE-2023-51073,,0.24,6.5,MEDIUM,0,0,0,0,0,0,issue buffalo ls210d allows remote attacker execute arbitrary code via firmware script etc init notifications sh,30.0
CVE-2023-51123,,0.24,6.5,MEDIUM,0,0,0,0,0,0,issue discovered link dir815 01ssb08 bin allows remote attacker execute arbitrary code via crafted post request service parameter soapcgi main function cgibin binary component,30.0
CVE-2023-51126,,0.24,6.5,MEDIUM,0,0,0,0,0,0,command injection vulnerability usr www res php flir ax8 up allows attackers run arbitrary commands via value parameter,30.0
CVE-2023-51127,,0.24,6.5,MEDIUM,0,0,0,0,0,0,flir ax8 thermal sensor cameras up including vulnerable directory traversal due improper access restriction vulnerability allows unauthenticated remote attacker obtain arbitrary sensitive file contents uploading specially crafted symbolic link file,30.0
CVE-2023-51154,,0.24,6.5,MEDIUM,0,0,0,0,0,0,jizhicms v2 discovered contain arbitrary file download vulnerability via component admin pluginscontroller php,30.0
CVE-2023-5118,,0.24,6.5,MEDIUM,0,0,0,0,0,0,application vulnerable stored cross site scripting xss endpoint sofer documentservice asc saveannotation where input data transmitted via post method parameters author text not adequately sanitized validated allows injection malicious javascript code vulnerability identified function adding new annotations while editing document content reporters inform vulnerability has been removed software versions above previous versions may also vulnerable but has not been confirmed,30.0
CVE-2023-51246,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site scripting xss vulnerability getsimple cms exists when using source code mode backend user add articles via admin edit php page,30.0
CVE-2023-51252,,0.24,6.5,MEDIUM,0,0,0,0,0,0,publiccms vulnerable cross site scripting xss because files can uploaded online preview function provided pdf files html files containing malicious code uploaded xss popup window realized through online viewing,30.0
CVE-2023-51277,,0.24,6.5,MEDIUM,0,0,0,0,0,0,nbviewer app aka jupyter notebook viewer before has get task allow entitlement release builds,30.0
CVE-2023-51350,,0.24,6.5,MEDIUM,0,0,0,0,0,0,spoofing attack ujcms allows remote attacker obtain sensitive information execute arbitrary code via crafted script forwarded function header,30.0
CVE-2023-5138,,0.24,6.5,MEDIUM,0,0,0,0,0,0,glitch detection not enabled default cortexm33 core silicon labs secure vault high parts efx32xg2xb except efr32xg21b,30.0
CVE-2023-51406,,0.24,6.5,MEDIUM,0,0,0,0,0,0,exposure sensitive information unauthorized actor vulnerability ninja team fastdup fastest wordpress migration duplicator issue affects fastdup fastest wordpress migration duplicator through,30.0
CVE-2023-51408,,0.24,6.5,MEDIUM,0,0,0,0,0,0,exposure sensitive information unauthorized actor vulnerability studiowombat wp optin wheel gamified optin email marketing tool wordpress woocommerce issue affects wp optin wheel gamified optin email marketing tool wordpress woocommerce through,30.0
CVE-2023-51438,,0.24,6.5,MEDIUM,0,0,1,0,0,1,vulnerability has been identified simatic ipc1047e all versions maxview storage manager v4 windows simatic ipc647e all versions maxview storage manager v4 windows simatic ipc847e all versions maxview storage manager v4 windows default installations maxview storage manager where redfish server configured remote system management vulnerability has been identified can provide unauthorized access,30.0
CVE-2023-51439,,0.24,6.5,MEDIUM,0,0,0,0,0,0,vulnerability has been identified jt2go all versions v14 teamcenter visualization v13 all versions v13 teamcenter visualization v14 all versions v14 teamcenter visualization v14 all versions v14 teamcenter visualization v14 all versions v14 affected applications contain out bounds read past end allocated structure while parsing specially crafted cgm files could allow attacker execute code context current process,30.0
CVE-2023-51441,,0.24,6.5,MEDIUM,0,0,0,0,0,0,unsupported when assigned improper input validation vulnerability apache axis allowed users access admin service perform possible ssrf issue affects apache axis through axis has been eol we recommend you migrate different soap engine such apache axis java alternatively you could use build axis patch applied apache axis project does not expect create axis release fixing problem though contributors would like work towards welcome,30.0
CVE-2023-51490,,0.24,6.5,MEDIUM,0,0,0,0,0,0,exposure sensitive information unauthorized actor vulnerability wpmu dev defender security malware scanner login security firewall issue affects defender security malware scanner login security firewall through,30.0
CVE-2023-51502,,0.24,6.5,MEDIUM,0,0,0,0,0,0,authorization bypass through user controlled key vulnerability woocommerce woocommerce stripe payment gateway issue affects woocommerce stripe payment gateway through,30.0
CVE-2023-51508,,0.24,6.5,MEDIUM,0,0,0,0,0,0,exposure sensitive information unauthorized actor vulnerability jordy meow database cleaner clean optimize repair issue affects database cleaner clean optimize repair through,30.0
CVE-2023-51535,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability leantalk anti spam protection spam protection anti spam firewall cleantalk issue affects spam protection anti spam firewall cleantalk through,30.0
CVE-2023-51538,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability awesome support team awesome support wordpress helpdesk support plugin issue affects awesome support wordpress helpdesk support plugin through,30.0
CVE-2023-51539,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability apollo13themes apollo13 framework extensions issue affects apollo13 framework extensions through,30.0
CVE-2023-51652,,0.24,6.5,MEDIUM,0,0,0,0,0,0,owasp antisamy net library performing cleansing html coming untrusted sources there potential mutation cross site scripting mxss vulnerability antisamy caused flawed parsing html being sanitized subject vulnerability preservecomments directive must enabled your policy file also allow certain tags same time result certain crafty inputs can result elements comment tags being interpreted executable when using antisamy sanitized output patched owasp antisamy net later see important remediation details reference given below workaround manually edit antisamy policy file antisamy xml deleting preservecomments directive setting value false if present also would useful make antisamy remove noscript tag adding line described github security advisory tag definitions under node deleting entirely if present previously mentioned policy settings preconditions mxss attack work changing them recommended should sufficient protect you against vulnerability when using vulnerable library however existing bug would still present antisamy parser dependency htmlagilitypack safety workaround relies configurations may change future don address root cause vulnerability such strongly recommended upgrade fixed antisamy,30.0
CVE-2023-51668,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability wp zone inline image upload bbpress issue affects inline image upload bbpress through,30.0
CVE-2023-51673,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability designful stylish price list price table builder qr code restaurant menu issue affects stylish price list price table builder qr code restaurant menu through,30.0
CVE-2023-51678,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability doofinder doofinder wp woocommerce search issue affects doofinder wp woocommerce search through,30.0
CVE-2023-51698,,0.24,6.5,MEDIUM,0,0,0,0,0,0,atril simple multi page document viewer atril vulnerable critical command injection vulnerability vulnerability gives attacker immediate access target system when target user opens crafted document clicks crafted link url using maliciously crafted cbt document tar archive patch available commit ce41df6,30.0
CVE-2023-51701,,0.24,6.5,MEDIUM,0,0,0,0,0,0,fastify reply fastify plugin forward current http request another server reverse proxy server built fastify reply could misinterpret incoming body passing header contenttype application json charset utf can lead bypass security checks vulnerability has been patched fastify reply,30.0
CVE-2023-51717,,0.24,6.5,MEDIUM,0,0,0,0,0,0,dataiku dss before has incorrect access control could lead full authentication bypass,30.0
CVE-2023-51744,,0.24,6.5,MEDIUM,0,0,0,0,0,0,vulnerability has been identified jt2go all versions v14 teamcenter visualization v13 all versions v13 teamcenter visualization v14 all versions v14 teamcenter visualization v14 all versions v14 teamcenter visualization v14 all versions v14 affected applications contain null pointer dereference vulnerability while parsing specially crafted cgm files attacker could leverage vulnerability crash application causing denial service condition,30.0
CVE-2023-51745,,0.24,6.5,MEDIUM,0,0,0,0,0,0,vulnerability has been identified jt2go all versions v14 teamcenter visualization v13 all versions v13 teamcenter visualization v14 all versions v14 teamcenter visualization v14 all versions v14 teamcenter visualization v14 all versions v14 affected applications contain stack overflow vulnerability while parsing specially crafted cgm files could allow attacker execute code context current process,30.0
CVE-2023-51746,,0.24,6.5,MEDIUM,0,0,0,0,0,0,vulnerability has been identified jt2go all versions v14 teamcenter visualization v13 all versions v13 teamcenter visualization v14 all versions v14 teamcenter visualization v14 all versions v14 teamcenter visualization v14 all versions v14 affected applications contain stack overflow vulnerability while parsing specially crafted cgm files could allow attacker execute code context current process,30.0
CVE-2023-51748,,0.24,6.5,MEDIUM,0,0,0,0,0,0,scalefusion does not properly limit users edge application because ctrl ctrl can used fixed preventing launching file explorer agent based multi app single app kiosk mode,30.0
CVE-2023-51749,,0.24,6.5,MEDIUM,0,0,1,0,0,1,scalefusion does not properly limit users edge application because search can made tooltip note vendor position not vulnerable if default windows device profile configuration used utilizes modern management website allow listing rules,30.0
CVE-2023-51750,,0.24,6.5,MEDIUM,0,0,1,0,0,1,scalefusion does not properly limit users edge application because file downloads can occur note vendor position not vulnerable if default windows device profile configuration used utilizes modern management website allow listing rules,30.0
CVE-2023-51751,,0.24,6.5,MEDIUM,0,0,1,0,0,1,scalefusion does not properly limit users edge application because alt f4 can used fixed preventing launching file explorer agent based multi app single app kiosk mode,30.0
CVE-2023-51780,,0.24,6.5,MEDIUM,0,0,0,1,0,1,issue discovered linux kernel before do vcc ioctl net atm ioctl has use after free because vcc recvmsg race condition,30.0
CVE-2023-51781,,0.24,6.5,MEDIUM,0,0,0,1,0,1,issue discovered linux kernel before atalk ioctl net appletalk ddp has use after free because atalk recvmsg race condition,30.0
CVE-2023-51782,,0.24,6.5,MEDIUM,0,0,0,1,0,1,issue discovered linux kernel before rose ioctl net rose af rose has use after free because rose accept race condition,30.0
CVE-2023-51784,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper control generation code code injection vulnerability apache inlong issue affects apache inlong through could lead remote code execution users advised upgrade apache inlong cherry pick solve,30.0
CVE-2023-51785,,0.24,6.5,MEDIUM,0,0,0,0,0,0,deserialization untrusted data vulnerability apache inlong issue affects apache inlong through attackers can make arbitrary file read attack using mysql driver users advised upgrade apache inlong cherry pick solve,30.0
CVE-2023-51790,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site scripting vulnerability piwigo allows remote attacker obtain sensitive information via lang parameter admin tools plug component,30.0
CVE-2023-51804,,0.24,6.5,MEDIUM,0,0,0,0,0,0,issue rymcu forest allows remote attacker obtain sensitive information via manipulation http body url com rymcu forest web api common uploadcontroller file,30.0
CVE-2023-51805,,0.24,6.5,MEDIUM,0,0,0,0,0,0,sql injection vulnerability tduckcloud tduck platform allows remote attacker obtain sensitive information via getformkey parameter search function formdatamysqlservice java file,30.0
CVE-2023-51806,,0.24,6.5,MEDIUM,0,0,0,0,0,0,file upload vulnerability ujcms allows local attacker execute arbitrary code via crafted file,30.0
CVE-2023-51812,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax3 v16 discovered contain remote code execution rce vulnerability via list parameter goform setnetcontrollist,30.0
CVE-2023-51949,,0.24,6.5,MEDIUM,0,0,0,0,0,0,verydows v2 discovered contain cross site request forgery csrf via component protected controller backend role controller,30.0
CVE-2023-51952,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via adv iptv stbpvid parameter function formsetiptv,30.0
CVE-2023-51953,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via iptv stb mode parameter function formsetiptv,30.0
CVE-2023-51954,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via iptv stb port parameter function formsetiptv,30.0
CVE-2023-51955,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via adv iptv stballvlans parameter function formsetiptv,30.0
CVE-2023-51956,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via iptv city vlan parameter function formsetiptv,30.0
CVE-2023-51957,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via iptv stb mode parameter function formgetiptv,30.0
CVE-2023-51958,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via iptv stb port parameter function formgetiptv,30.0
CVE-2023-51959,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via adv iptv stbpvid parameter function formgetiptv,30.0
CVE-2023-51960,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via iptv city vlan parameter function formgetiptv,30.0
CVE-2023-51961,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via adv iptv stballvlans parameter function formgetiptv,30.0
CVE-2023-51962,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via iptv stb mode parameter function setiptvinfo,30.0
CVE-2023-51963,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via iptv city vlan parameter function setiptvinfo,30.0
CVE-2023-51964,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via iptv stb port parameter function setiptvinfo,30.0
CVE-2023-51965,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via adv iptv stbpvid parameter function setiptvinfo,30.0
CVE-2023-51966,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via adv iptv stballvlans parameter function setiptvinfo,30.0
CVE-2023-51967,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via iptv stb port parameter function getiptvinfo,30.0
CVE-2023-51968,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via adv iptv stballvlans parameter function getiptvinfo,30.0
CVE-2023-51969,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via iptv city vlan parameter function getiptvinfo,30.0
CVE-2023-51970,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via iptv stb mode parameter function formsetiptv,30.0
CVE-2023-51971,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 contains stack overflow via adv iptv stbpvid parameter function getiptvinfo,30.0
CVE-2023-51972,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tenda ax1803 v1 discovered contain command injection vulnerability via function fromadvsetlanip,30.0
CVE-2023-51978,,0.24,6.5,MEDIUM,0,0,0,0,0,0,phpgurukul art gallery management system v1 artist image functionality imageid parameter vulnerable sql injection,30.0
CVE-2023-51984,,0.24,6.5,MEDIUM,0,0,0,0,0,0,link dir v1 found contain command injection setstaticroutesettings function allows remote attackers execute arbitrary commands via shell,30.0
CVE-2023-51987,,0.24,6.5,MEDIUM,0,0,0,0,0,0,link dir v1 contains login bypass hnap1 interface allows attackers log administrator accounts empty passwords,30.0
CVE-2023-51989,,0.24,6.5,MEDIUM,0,0,0,0,0,0,link dir v1 contains login bypass hnap1 interface allows attackers log administrator accounts empty passwords,30.0
CVE-2023-52026,,0.24,6.5,MEDIUM,0,0,0,0,0,0,totolink ex1800t v9 0cu b20220316 discovered contain remote command execution rce vulnerability via telnet enabled parameter settelnetcfg interface,30.0
CVE-2023-52027,,0.24,6.5,MEDIUM,0,0,0,0,0,0,totolink a3700r v9 2u b20200513 discovered contain remote command execution rce vulnerability via ntpsyncwithhost function,30.0
CVE-2023-52028,,0.24,6.5,MEDIUM,0,0,0,0,0,0,totolink a3700r v9 2u b20200513 discovered contain remote command execution rce vulnerability via settraceroutecfg function,30.0
CVE-2023-52029,,0.24,6.5,MEDIUM,0,0,0,0,0,0,totolink a3700r v9 2u b20200513 discovered contain remote command execution rce vulnerability via setdiagnosiscfg function,30.0
CVE-2023-52030,,0.24,6.5,MEDIUM,0,0,0,0,0,0,totolink a3700r v9 2u b20200513 discovered contain remote command execution rce vulnerability via setopmodecfg function,30.0
CVE-2023-52031,,0.24,6.5,MEDIUM,0,0,0,0,0,0,totolink a3700r v9 2u b20200513 discovered contain remote command execution rce vulnerability via uploadfirmwarefile function,30.0
CVE-2023-52032,,0.24,6.5,MEDIUM,0,0,0,0,0,0,totolink ex1200t v4 2cu b20210713 discovered contain remote command execution rce vulnerability via main function,30.0
CVE-2023-52064,,0.24,6.5,MEDIUM,0,0,0,0,0,0,wuzhicms v4 discovered contain sql injection vulnerability via keywords parameter core admin copyfrom php,30.0
CVE-2023-52072,,0.24,6.5,MEDIUM,0,0,0,0,0,0,flycms v1 discovered contain cross site request forgery csrf via component system site userconfig updagte,30.0
CVE-2023-52073,,0.24,6.5,MEDIUM,0,0,0,0,0,0,flycms v1 discovered contain cross site request forgery csrf via component system site config footer updagte,30.0
CVE-2023-52074,,0.24,6.5,MEDIUM,0,0,0,0,0,0,flycms v1 discovered contain cross site request forgery csrf via component system site webconfig updagte,30.0
CVE-2023-52119,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability icegram icegram engage wordpress lead generation popup builder cta optins email list building issue affects icegram engage wordpress lead generation popup builder cta optins email list building through,30.0
CVE-2023-52120,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability basix nex forms ultimate form builder contact forms much more issue affects nex forms ultimate form builder contact forms much more through,30.0
CVE-2023-52121,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability nitropack inc nitropack cache speed optimization core web vitals defer css javascript lazy load images issue affects nitropack cache speed optimization core web vitals defer css javascript lazy load images through,30.0
CVE-2023-52122,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability presstigers simple job board issue affects simple job board through,30.0
CVE-2023-52123,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability wpchill strong testimonials issue affects strong testimonials through,30.0
CVE-2023-52124,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper neutralization input during web page generation cross site scripting vulnerability shapedplugin llc wp tabs responsive tabs plugin wordpress allows stored xss issue affects wp tabs responsive tabs plugin wordpress through,30.0
CVE-2023-52125,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper neutralization input during web page generation cross site scripting vulnerability webvitaly iframe allows stored xss issue affects iframe through,30.0
CVE-2023-52126,,0.24,6.5,MEDIUM,0,0,0,0,0,0,exposure sensitive information unauthorized actor vulnerability suman bhattarai send users email issue affects send users email through,30.0
CVE-2023-52127,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability wpclever wpc bundles woocommerce issue affects wpc bundles woocommerce through,30.0
CVE-2023-52128,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability whitewp white label wordpress custom admin custom login page custom dashboard issue affects white label wordpress custom admin custom login page custom dashboard through,30.0
CVE-2023-52129,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability michael winkler teachpress issue affects teachpress through,30.0
CVE-2023-52130,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability wp insider wpaffiliatemgr affiliates manager issue affects affiliates manager through,30.0
CVE-2023-52136,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability smash balloon custom twitter feeds tweets widget feed widget issue affects custom twitter feeds tweets widget feed widget through,30.0
CVE-2023-52142,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper neutralization special elements used sql command sql injection vulnerability cool plugins events shortcodes events calendar issue affects events shortcodes events calendar through,30.0
CVE-2023-52143,,0.24,6.5,MEDIUM,0,0,0,0,0,0,exposure sensitive information unauthorized actor vulnerability naa986 wp stripe checkout issue affects wp stripe checkout through,30.0
CVE-2023-52145,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability marios alexandrou republish old posts issue affects republish old posts through,30.0
CVE-2023-52146,,0.24,6.5,MEDIUM,0,0,0,0,0,0,exposure sensitive information unauthorized actor vulnerability aaron solution issue affects solution through,30.0
CVE-2023-52148,,0.24,6.5,MEDIUM,0,0,0,0,0,0,exposure sensitive information unauthorized actor vulnerability wp insider wpaffiliatemgr affiliates manager issue affects affiliates manager through,30.0
CVE-2023-52149,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability wow company floating button issue affects floating button through,30.0
CVE-2023-52150,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability ovation dynamic content elementor issue affects dynamic content elementor before,30.0
CVE-2023-52151,,0.24,6.5,MEDIUM,0,0,0,0,0,0,exposure sensitive information unauthorized actor vulnerability uncanny automator uncanny owl uncanny automator automate everything no code automation integration plugin issue affects uncanny automator automate everything no code automation integration plugin through,30.0
CVE-2023-52178,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper neutralization input during web page generation cross site scripting vulnerability mojofywp wp affiliate disclosure allows stored xss issue affects wp affiliate disclosure through,30.0
CVE-2023-52184,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability wp job portal wp job portal complete job board issue affects wp job portal complete job board through,30.0
CVE-2023-52190,,0.24,6.5,MEDIUM,0,0,0,0,0,0,exposure sensitive information unauthorized actor vulnerability wp swings coupon referral program issue affects coupon referral program through,30.0
CVE-2023-52196,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper neutralization input during web page generation cross site scripting vulnerability phil ewels cpt bootstrap carousel allows reflected xss issue affects cpt bootstrap carousel through,30.0
CVE-2023-52197,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper neutralization input during web page generation cross site scripting vulnerability impactpixel ads invalid click protection allows stored xss issue affects ads invalid click protection through,30.0
CVE-2023-52198,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper neutralization input during web page generation cross site scripting vulnerability michiel van eerd private google calendars allows stored xss issue affects private google calendars through,30.0
CVE-2023-52200,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf deserialization untrusted data vulnerability repute infosystems armember membership plugin content restriction member levels user profile user signup issue affects armember membership plugin content restriction member levels user profile user signup,30.0
CVE-2023-52201,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper neutralization special elements used sql command sql injection vulnerability brian goad ptypeconverter issue affects ptypeconverter through,30.0
CVE-2023-52202,,0.24,6.5,MEDIUM,0,0,0,0,0,0,deserialization untrusted data vulnerability svnlabs softwares html5 mp3 player folder feedburner playlist free issue affects html5 mp3 player folder feedburner playlist free through,30.0
CVE-2023-52203,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper neutralization input during web page generation cross site scripting vulnerability oliver seidel bastian germann cformsii allows stored xss issue affects cformsii through,30.0
CVE-2023-52204,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper neutralization special elements used sql command sql injection vulnerability javik randomize issue affects randomize through,30.0
CVE-2023-52205,,0.24,6.5,MEDIUM,0,0,0,0,0,0,deserialization untrusted data vulnerability svnlabs softwares html5 soundcloud player playlist free issue affects html5 soundcloud player playlist free through,30.0
CVE-2023-52206,,0.24,6.5,MEDIUM,0,0,0,0,0,0,deserialization untrusted data vulnerability live composer team page builder live composer live composer page builder issue affects page builder live composer through,30.0
CVE-2023-52207,,0.24,6.5,MEDIUM,0,0,0,0,0,0,deserialization untrusted data vulnerability svnlabs softwares html5 mp3 player playlist free issue affects html5 mp3 player playlist free through,30.0
CVE-2023-52208,,0.24,6.5,MEDIUM,0,0,0,0,0,0,exposure sensitive information unauthorized actor vulnerability constant contact constant contact forms issue affects constant contact forms through,30.0
CVE-2023-52213,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper neutralization input during web page generation cross site scripting vulnerability videowhisper rate star review ajax reviews content star ratings allows reflected xss issue affects rate star review ajax reviews content star ratings through,30.0
CVE-2023-52215,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper neutralization special elements used sql command sql injection vulnerability ukrsolution simple inventory management just scan barcode manage products orders woocommerce issue affects simple inventory management just scan barcode manage products orders woocommerce through,30.0
CVE-2023-52216,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability yevhen kotelnytskyi js css script optimizer issue affects js css script optimizer through,30.0
CVE-2023-52218,,0.24,6.5,MEDIUM,0,0,0,0,0,0,deserialization untrusted data vulnerability anton bond woocommerce tranzila payment gateway issue affects woocommerce tranzila payment gateway through,30.0
CVE-2023-52219,,0.24,6.5,MEDIUM,0,0,0,0,0,0,deserialization untrusted data vulnerability gecka gecka terms thumbnails issue affects gecka terms thumbnails through,30.0
CVE-2023-52222,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cross site request forgery csrf vulnerability automattic woocommerce issue affects woocommerce through,30.0
CVE-2023-52225,,0.24,6.5,MEDIUM,0,0,0,0,0,0,deserialization untrusted data vulnerability tagbox tagbox ugc galleries social media widgets user reviews analytics issue affects tagbox ugc galleries social media widgets user reviews analytics through,30.0
CVE-2023-52271,,0.24,6.5,MEDIUM,0,0,0,0,0,0,wsftprm sys kernel driver topaz antifraud allows low privileged attackers kill any protected process light process via ioctl will named later time,30.0
CVE-2023-52274,,0.24,6.5,MEDIUM,0,0,0,0,0,0,member index register html yzmcms through allows xss via referer http header,30.0
CVE-2023-52288,,0.24,6.5,MEDIUM,0,0,0,0,0,0,issue discovered flaskcode package through python unauthenticated directory traversal exploitable get request resource data txt uri views py allows attackers read arbitrary files,30.0
CVE-2023-52289,,0.24,6.5,MEDIUM,0,0,0,0,0,0,issue discovered flaskcode package through python unauthenticated directory traversal exploitable post request resource data uri views py allows attackers write arbitrary files,30.0
CVE-2023-52302,,0.24,6.5,MEDIUM,0,0,0,0,0,0,nullptr paddle nextafter paddlepaddle before flaw can cause runtime crash denial service,30.0
CVE-2023-52303,,0.24,6.5,MEDIUM,0,0,0,0,0,0,nullptr paddle put along axis paddlepaddle before flaw can cause runtime crash denial service,30.0
CVE-2023-52304,,0.24,6.5,MEDIUM,0,0,0,0,0,0,stack overflow paddle searchsorted paddlepaddle before flaw can lead denial service even more damage,30.0
CVE-2023-52305,,0.24,6.5,MEDIUM,0,0,0,0,0,0,fpe paddle topk paddlepaddle before flaw can cause runtime crash denial service,30.0
CVE-2023-52306,,0.24,6.5,MEDIUM,0,0,0,0,0,0,fpe paddle lerp paddlepaddle before flaw can cause runtime crash denial service,30.0
CVE-2023-52307,,0.24,6.5,MEDIUM,0,0,0,0,0,0,stack overflow paddle linalg lu unpack paddlepaddle before flaw can lead denial service even more damage,30.0
CVE-2023-52308,,0.24,6.5,MEDIUM,0,0,0,0,0,0,fpe paddle amin paddlepaddle before flaw can cause runtime crash denial service,30.0
CVE-2023-52309,,0.24,6.5,MEDIUM,0,0,0,0,0,0,heap buffer overflow paddle repeat interleave paddlepaddle before flaw can lead denial service information disclosure more damage possible,30.0
CVE-2023-52310,,0.24,6.5,MEDIUM,0,0,0,0,0,0,paddlepaddle before has command injection get online pass interval resulted ability execute arbitrary commands operating system,30.0
CVE-2023-52311,,0.24,6.5,MEDIUM,0,0,0,0,0,0,paddlepaddle before has command injection wget download resulted ability execute arbitrary commands operating system,30.0
CVE-2023-52312,,0.24,6.5,MEDIUM,0,0,0,0,0,0,nullptr dereference paddle crop paddlepaddle before flaw can cause runtime crash denial service,30.0
CVE-2023-52313,,0.24,6.5,MEDIUM,0,0,0,0,0,0,fpe paddle argmin paddle argmax paddlepaddle before flaw can cause runtime crash denial service,30.0
CVE-2023-52314,,0.24,6.5,MEDIUM,0,0,0,0,0,0,paddlepaddle before has command injection convert shape compare resulted ability execute arbitrary commands operating system,30.0
CVE-2023-52322,,0.24,6.5,MEDIUM,0,0,0,0,0,0,ecrire public assembler php spip before before allows xss because input request not restricted safe characters such alphanumerics,30.0
CVE-2023-52323,,0.24,6.5,MEDIUM,0,0,0,0,0,0,pycryptodome pycryptodomex before allow side channel leakage oaep decryption exploitable manger attack,30.0
CVE-2023-52339,,0.24,6.5,MEDIUM,0,0,0,0,0,0,libebml before integer overflow memiocallback cpp can occur when reading writing may result buffer overflows,30.0
